entry,lep_n,lep_pt,lep_eta,lep_phi,lep_E,lep_charge,lep_type,lep_ptcone30,lep_etcone20,totalWeight,mllll
472,4,[62700.547 51538.63  24128.41  12998.794],[-0.10883743 -0.7680869  -0.5662628  -0.7100778 ],[ 3.0962112  2.5087712 -2.8300383  1.101113 ],[63072.277 67503.7   28101.32  16415.887],[-1  1 -1  1],[11 11 11 11],[   0.        0.     1035.7421    0.    ],[-508.47034   -17.588226   87.03302   820.5513  ],1.6270222839421857e-05,94.53524914500377
473,4,[70817.58 67595.73 48277.52 33097.06],[-0.8985351  -0.66923314 -1.3301551  -0.16463171],[ 2.918564  -2.9509068 -2.2158856  2.8988488],[101381.32   83306.336  97667.02   33546.598],[ 1 -1  1 -1],[11 11 11 11],[1153.5469    0.        0.     1955.0515],[-214.703   1706.2335  -767.22064  -57.52362],2.8436951998725955e-05,124.88404148154882
474,4,[35569.773 23141.412 21837.303  8530.41 ],[-2.1833901 -1.7043993 -1.1772808  1.0030485],[-2.52153    -2.985064   -1.9306903   0.30158082],[159868.5    65721.27   38801.234  13194.156],[-1 -1  1  1],[13 13 13 13],[1053.0074    0.        0.        0.    ],[-472.9549   930.1983   238.74603 -921.8311 ],1.69678209452744e-05,123.82908954366228
475,4,[88097.305  30410.256  23593.148   7633.7725],[-2.0754437 -1.4604353 -1.3582499 -1.8901813],[-2.9399424  -2.9779806   0.87009287  0.48846295],[356511.38   69030.9    48914.387  25846.693],[-1 -1  1  1],[11 13 11 13],[0. 0. 0. 0.],[-423.07593  558.47046  112.04166 1751.0415 ],2.81849080364069e-05,125.70889356563607
476,4,[44842.594 43438.527 35373.125 16926.133],[0.81583345 2.4269483  2.2865167  1.6100471 ],[-2.2851603 -3.1393094 -2.504487  -3.0418415],[ 60612.254 247872.8   175843.69   44032.7  ],[ 1 -1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[-540.4262   -271.54025   106.803314 1398.7969  ],1.9964989021600014e-05,119.51572973558352
477,4,[108298.53   27393.816  25659.648  21054.58 ],[-2.024548  -1.8742098 -1.9486693 -1.7671764],[-0.96094805 -1.3251685  -2.2471664   2.8341007 ],[417206.1    91346.72   91884.75   63428.125],[ 1 -1  1 -1],[11 13 13 11],[0. 0. 0. 0.],[-757.8412    133.06958    15.136322  273.55753 ],2.7584888286379926e-05,125.84964887878328
479,4,[72184.63  71066.55  58529.89  23463.951],[-1.5063334 -1.0077292 -1.0794033 -2.087876 ],[-2.7111683   0.37498984  2.5015292  -2.5561352 ],[170784.72  110310.266  96068.66   96104.96 ],[-1  1  1 -1],[13 13 11 11],[   0.    9759.718    0.       0.   ],[ 118.39813 2733.9233   996.1874  3614.4116 ],2.726267055016126e-05,228.95005692159876
483,4,[38915.22  35237.08  14371.467 12381.989],[-2.0828824  -0.58994275 -0.9203138  -1.8738798 ],[-2.0268989   0.33247304 -3.034508    1.6255181 ],[158621.28   41548.953  20899.504  41275.64 ],[ 1 -1  1 -1],[13 13 11 11],[   0.        0.        0.     1104.6752],[-340.7387  -661.6287   339.52454  132.20522],2.9833263941558012e-05,124.93768245669044
485,4,[42960.707 37216.06  20205.79  13452.496],[0.25863147 1.2858143  0.5324934  1.2801945 ],[ 0.3972283 -3.0827622 -1.7014171 -1.2764854],[44405.688 72460.445 23138.79  26066.38 ],[-1  1  1 -1],[13 13 11 11],[   0.        0.     1063.9976    0.    ],[ 853.00586 -796.0759  2368.1265  -329.4473 ],2.7625162871965925e-05,125.5911072271091
489,4,[58099.742 35087.43  28493.986 17179.316],[-0.6707788  -0.03580087 -0.31376904 -0.5278968 ],[ 0.853172   -1.7264792   1.1217543  -0.19528107],[71668.15  35110.08  29908.35  19629.432],[ 1 -1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[ 541.8356  -226.44272  120.34134 -226.44272],3.0254769718631046e-05,125.6339148128756
493,4,[113104.04   88316.48   26044.744  20883.7  ],[ 0.00242444 -0.07977295  0.84945154  1.5769802 ],[-3.0744438  -0.30224267 -0.76238567  0.48768577],[113104.375  88597.7    36020.055  52699.234],[ 1 -1 -1  1],[11 13 11 13],[1591.8184    0.        0.        0.    ],[ 214.22101 -560.9633  -194.86557 4359.6304 ],2.733786661781301e-05,279.4218569570075
495,4,[132900.38   48422.242  44059.035  33873.44 ],[-0.79715323 -0.42635554 -0.51698416 -0.16933571],[-3.073961  -2.9944334 -2.6625576  1.9675144],[177410.36   52890.39   50079.234  34360.418],[ 1 -1  1 -1],[13 11 11 13],[1013.6316    0.        0.        0.    ],[1483.5371   161.79468 -869.98566 -545.8281 ],2.1196240423274647e-05,128.62657799856262
496,4,[117163.15    21604.47    12321.2295  10775.967 ],[ 0.33733025  0.29083756 -0.02718036  1.6275153 ],[-0.969497   0.4935059  1.659985  -0.2308317],[123892.695  22524.9    12326.234  28489.64 ],[ 1 -1  1 -1],[11 13 13 11],[   0.     1399.2527    0.     1933.1752],[  649.88983   276.7577  -1131.7899   1652.9014 ],1.8315957963785815e-05,122.23494667516285
498,4,[105181.29   66015.73   27096.158  25735.363],[1.84925   1.8263882 2.0663838 2.3624027],[1.1584936 1.4129483 2.956958  1.3702662],[342491.66 210339.53 108694.4  137820.92],[ 1 -1 -1  1],[13 13 13 13],[66463.57  99228.086     0.        0.   ],[  79.562775 -416.24582  -416.24582   445.79947 ],2.9395695846562725e-05,118.27256111260817
499,4,[75108.51  51253.71  27863.059 11364.003],[-0.4513353  -0.26890892 -0.4068439   0.96917605],[-2.4960668   0.46307883 -1.6694084  -2.4654622 ],[82889.19  53118.035 30201.201 17132.512],[-1  1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[ 588.8834   421.89978  820.69543 2910.4194 ],2.21270879855756e-05,165.5237367132784
503,4,[128376.62   40092.06   26718.436  10522.751],[ 0.56052184  0.18512739 -0.18135048 -0.19345   ],[1.5864351 1.0903308 2.5393808 1.4043205],[149077.22   40781.18   27159.205  10720.782],[-1  1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[-658.93976 -658.93976 -658.93976 -278.1065 ],2.4491424493920534e-05,100.70644881159441
504,4,[47180.72   42448.195  20764.225   7533.1533],[-0.25478727  0.69321615  0.8777022   0.68191564],[ 0.84778684  2.9950686   0.97656095 -1.8022262 ],[48720.426 53062.44  29289.203  9354.174],[ 1 -1 -1  1],[11 11 13 13],[   0.     1796.1776    0.        0.    ],[ -919.76904 -1074.5303  -1182.4009  -1065.0862 ],2.1526575028257998e-05,122.33532484234995
505,4,[49271.207 38286.473 22116.07  10912.922],[0.89783025 1.7069764  0.6871524  1.1780202 ],[ 0.25697672 -1.7374635  -0.42549345  2.9052873 ],[ 70500.32  108995.516  27546.148  19402.223],[-1  1  1 -1],[11 11 11 11],[   0.     1391.3597    0.     3639.214 ],[1068.2421   2098.9387    721.0933     37.940857],2.6714139836859034e-05,116.0980953689173
507,4,[51014.63   15575.948  14840.967   7091.3013],[ 0.2870748  -1.8533643   0.49246773  0.41304904],[-0.09883044  2.8192327   2.2800007  -2.2033231 ],[53131.21   50917.473  16677.283   7704.8726],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[  -9.641022  976.1226    716.5996   3912.329   ],2.5985459145931517e-05,124.27986179852101
509,4,[67730.55  23506.004 23368.895 18776.012],[ 0.17059092 -0.86369836  0.71829134  0.25822264],[-2.4907525  0.3382931 -1.4732755 -1.6148547],[68718.46  32832.207 29661.092 19405.48 ],[ 1 -1 -1  1],[11 11 11 11],[1027.6765    0.     1649.5084    0.    ],[   30.264343 -1160.1516    -206.11588    -44.803955],2.5245263267712423e-05,126.35920891395813
511,4,[69855.95   33736.273  29661.775   8699.6455],[-1.7840965 -2.134424  -2.143941  -1.5903107],[ 1.7443094  2.0904562 -1.2263647  0.6975977],[213834.22  144568.22  128290.06   22224.082],[-1  1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[-411.54016  -411.54016  -411.54016   -30.155273],1.789266130292272e-05,122.55993751625132
513,4,[47559.664 42505.523 22531.229 14144.239],[1.6607978 2.3219678 1.9449381 1.3255818],[-2.4634202   0.15856762 -0.1915585   0.3423844 ],[129683.26  218771.67   80393.69   28501.002],[ 1 -1  1 -1],[13 13 13 13],[2732.0552    0.        0.        0.    ],[ 248.061    691.8248   308.1536  -396.89737],3.000586544174746e-05,126.13726275782817
514,4,[156702.47   26534.887  18051.59   17686.287],[0.8378977  1.2511277  0.18992513 1.5219185 ],[-1.3831872 -1.5897478 -2.1417859 -2.3830874],[215005.31   50157.082  18378.145  42440.883],[-1  1 -1  1],[11 11 11 11],[   0.     2712.8293    0.        0.    ],[-651.4053 1252.7273 2039.0577 7284.148 ],2.6122534684388034e-05,96.41948322110488
516,4,[49517.676 41181.746 18826.494 12698.059],[-1.2339865 -1.2004722 -1.3526022 -1.3983686],[-0.807455   2.8218722  1.3945127 -2.1455898],[92252.11  74595.4   38839.605 27273.027],[ 1 -1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[-459.66534 -279.32037 -307.08478 -459.66534],3.097384188947588e-05,121.30470086633075
517,4,[63532.4   50485.254 33757.06   9151.731],[ 1.1763499  -0.25688535  0.23039956  1.8841108 ],[2.7127516 2.372271  2.6954582 2.6509862],[112799.21   52160.2    34657.168  30807.035],[ 1 -1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[2390.753   -258.6853  -804.29755 1862.043  ],2.1307007563082252e-05,123.61352758552283
518,4,[90819.586 88888.625 27201.918 25930.145],[0.8118997 1.3045869 1.5126234 0.5266482],[-0.2126927   2.7824452   0.09859835 -0.11042503],[122433.76  175886.2    64726.414  29610.191],[-1  1  1 -1],[13 13 13 13],[   0.        0.     1196.8468    0.    ],[-808.2214  -808.2214   194.05539 -808.2214 ],1.2085367248679101e-05,237.55768244513686
520,4,[62103.145 23712.652 17763.986 12752.018],[0.86497176 0.5024896  1.5806534  2.1658702 ],[-1.041962   1.204813  -1.8688006 -2.9528039],[86820.27  26769.848 44978.145 56343.76 ],[-1  1 -1  1],[11 11 11 11],[   0.        0.        0.     2054.8992],[ 115.91449 -375.4091  -409.4824   902.4464 ],2.5910903646285276e-05,120.21758807056548
522,4,[80788.17  39026.906 25172.742 16508.66 ],[-0.6294433  -0.17450894  0.8283531  -0.38053432],[-1.1308298  -1.2666558  -2.414635   -0.06372789],[97327.69  39622.81  34314.387 17718.748],[-1 -1  1  1],[11 13 11 13],[0. 0. 0. 0.],[   34.45349 -1004.0759   -128.89893 -1004.0759 ],1.6107523077064092e-05,124.21805853371637
523,4,[65909.98  50280.21  21941.393 13551.398],[1.5669532 1.0688417 1.96703   2.1624532],[ 2.8342505 -1.7378314 -2.5048866 -1.2488731],[164798.19   81841.37   79968.516  59676.824],[-1  1  1 -1],[11 11 11 11],[   0.        0.     1329.2294    0.    ],[ 116.62088 -598.37573  131.27835 1911.9763 ],2.762293140971198e-05,126.64546736451051
525,4,[46981.145 40199.984 24937.443 21631.693],[-0.96953934 -0.32396343 -0.65981203 -0.55107003],[-0.06940369  2.7495005   1.3989831   1.0847659 ],[70847.34  42328.17  30565.54  25000.195],[ 1 -1  1 -1],[13 13 11 11],[   0.     2394.1177    0.        0.    ],[ -84.059204 -753.07324   802.4225    373.51498 ],1.5444568272335943e-05,124.37679369925617
527,4,[111223.35   57390.234  24097.988  15922.731],[1.8866454 1.6574364 1.8280771 2.2816298],[-1.7826964 -2.883394  -0.906473  -2.5638444],[375311.   156000.25  76904.31  78775.69],[-1  1 -1  1],[13 13 11 11],[   0.        0.     6269.704  1565.1022],[-250.04529 1534.2228   552.7082  -191.1659 ],1.5025456355039376e-05,125.8533026684961
529,4,[65442.32  41837.223 19348.234  9285.042],[-0.01758194 -0.3223825   0.16097882  0.9105245 ],[-2.649007   1.5783052 -1.8966737  1.7197211],[65452.434 44030.2   19599.473 13407.317],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[  272.6786   -242.48615  -616.3025  -1143.1846 ],7.901438677127422e-06,126.48858942447033
531,4,[43210.117 32175.2   15101.29   9136.704],[1.1122688  2.335215   2.2839334  0.62011886],[-1.7563351   0.85370123  0.21401043  2.0945733 ],[ 72810.4   167769.08   74880.53   10950.984],[ 1 -1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[2910.4011  -214.84137 1746.53     888.91   ],1.3788987181113268e-05,119.83146372825384
533,4,[49083.574 28596.928 20480.648 19312.828],[-1.153993    0.12285211 -0.65561086 -0.70482486],[ 1.7255621  -0.81254125  1.9493656  -0.00974213],[85557.67  28813.    25042.137 24311.832],[-1  1 -1  1],[11 11 11 11],[   0.        0.        0.     1430.9233],[ -800.91626 -1614.7559   -623.0244   3004.7876 ],2.3869263044641998e-05,122.07802406069077
536,4,[61942.656 30311.586 25226.457 15475.065],[-1.6130693 -2.49521   -2.0513866 -1.5574813],[ 2.161215  -0.2247064  1.9304754 -3.0381722],[161591.86 185003.12  99735.83  38359.09],[ 1 -1 -1  1],[13 13 13 13],[   0.        0.     1085.4562    0.    ],[0. 0. 0. 0.],1.2552987907425947e-05,122.20201660117426
537,4,[60647.25  40385.395 31782.434  9649.178],[2.0352712 1.3909875 2.330177  1.1692792],[-2.193961   -0.12313736 -2.1962154  -1.2645019 ],[236068.61   86175.35  164903.8    17032.062],[-1  1 -1  1],[13 13 11 11],[30524.805     0.    69135.2       0.   ],[  517.12463  -316.55872   897.989   -1049.4207 ],1.63971575548052e-05,124.93932551360088
539,4,[47301.547 36214.93  12489.781 12366.511],[ 0.78284705 -0.28550443  0.1270942  -0.97931224],[ 2.7255232 -1.0661869 -0.7543515 -0.7660949],[62551.438 37700.973 12591.233 18786.225],[-1  1  1 -1],[11 11 13 13],[1257.2692    0.        0.        0.    ],[3414.879    1207.5667   -144.05219    48.490417],1.3713723447827132e-05,126.74044995836802
540,4,[61895.145 42058.723 33107.2   17300.98 ],[ 0.46802318 -0.16651802  0.26351652 -0.10377283],[3.0139647  0.99095494 3.075418   2.18551   ],[68798.805 42643.31  34263.363 17394.219],[-1  1 -1  1],[13 13 11 11],[26397.81   1370.03  61300.906     0.   ],[-1046.5656  3693.6445  2022.9215  1479.9852],1.5107006977600267e-05,124.71375806269181
541,4,[73947.72  59375.152 49835.23  20364.38 ],[ 0.33871192  0.95456976  0.80210376 -0.2761236 ],[ 0.8814129  0.7696441  1.5013833 -0.344753 ],[78230.35  88544.164 66744.72  21145.924],[-1  1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[ 496.68225  -682.66125  -135.63208    36.744507],1.2519074643312529e-05,124.19104449952741
544,4,[102240.      91254.59    56091.055    7372.9434],[ 0.24159957 -0.2143003   0.3608239   0.7532298 ],[-1.8136669 -1.018636  -1.2906725 -2.7481492],[105238.44   93358.04   59782.2     9565.258],[ 1 -1 -1  1],[11 11 11 11],[   0.        0.     1334.6151    0.    ],[1013.92993  -74.77606 -917.07715 1115.0715 ],1.4474238564211682e-05,123.07640835700698
545,4,[143297.62  103822.9    35307.508  17743.066],[1.2653073  0.9824068  1.865939   0.60339713],[-0.22605285  2.8278987  -2.342943    2.4459112 ],[274152.3   158085.23  116810.555  21072.283],[ 1  1 -1 -1],[11 13 13 11],[2319.582     0.     1770.1426    0.    ],[ 512.5495  -408.35684 1411.1641  -337.0571 ],8.932591520319663e-06,313.99553235319956
546,4,[58298.52  43368.16  22412.465  8864.886],[-1.6724925  -1.2617     -0.51621574 -1.6745707 ],[ 0.6758407  0.6628614 -2.2872982 -1.147425 ],[160705.83   82715.92   25465.812  24484.336],[ 1  1 -1 -1],[13 11 13 11],[0. 0. 0. 0.],[-861.9957    711.0193    -22.029785   16.990784],1.3418382501586215e-05,121.75930396600992
547,4,[52240.754 35586.13  21988.668 17577.389],[-0.6595268  -0.41656682  0.2911267  -1.2298065 ],[-0.69865596 -0.24689843  0.7392058   3.0457199 ],[64020.426 38718.63  22927.09  32631.863],[-1  1 -1  1],[13 11 11 13],[   0.        0.     2389.2297    0.    ],[ -89.05438 -654.6577  -282.5106  -968.94525],2.8921810853752587e-05,116.86597265707249
549,4,[68859.53  28036.646 22859.307 19959.451],[0.91689193 0.5716154  1.3120296  0.6454372 ],[ 0.09457771 -2.4842474  -0.6675998  -1.7661561 ],[99889.86  32743.307 45524.16  24263.475],[ 1 -1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[-335.65805 -335.65805 -335.65805 -335.65805],4.043111499433856e-06,122.73769959912117
552,4,[82779.38  59612.664 33416.652  9168.145],[ 0.33946908  0.4950605  -0.14659119 -0.15692341],[-0.98250365 -1.4017047  -2.9451895  -2.174863  ],[87595.15  67068.164 33776.504  9281.259],[-1  1  1 -1],[13 11 13 11],[0. 0. 0. 0.],[ 337.5984     87.461945 -721.6355   -228.94232 ],4.55107741676261e-06,126.02611495663558
554,4,[62152.117 31448.375 28007.07  15486.852],[-1.1826286 -0.7156759 -0.9412414 -1.8874177],[ 1.6333269 -2.068296   2.8911326  2.7178426],[110923.31   39852.     41356.84   52297.344],[ 1 -1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[2501.4219  -306.98724  -97.612    -41.23639],1.8854788432478748e-05,123.07808357021075
555,4,[56870.7   39199.09  37293.387  7601.705],[0.6924146  1.2142471  1.0142179  0.08978266],[-0.06499372  1.0907347   2.4457333   0.89119583],[71057.23   71826.27   58175.766   7632.3643],[-1  1  1 -1],[13 11 13 11],[0. 0. 0. 0.],[-551.1802   1764.1431     12.375488 1627.3214  ],9.02991349857495e-06,123.70241653652734
556,4,[45904.24  25677.982 15616.852 15234.709],[ 0.50927824  1.6543865   1.15165    -0.6332853 ],[ 1.2502671 -2.089772  -1.6143359  2.9117422],[51986.98  69601.195 27169.596 18393.125],[ 1  1 -1 -1],[11 11 11 11],[0. 0. 0. 0.],[-292.90802 1411.4722  -698.25183 2287.2427 ],1.7761039614597638e-05,132.13920735383186
558,4,[110042.74  102722.914  67927.27   16913.36 ],[-0.6292543 -0.9024582 -0.6093708 -0.5588315],[-2.3520854   0.10337642  3.1253598  -1.844758  ],[132557.53  147470.5    80934.21   19623.768],[ 1 -1  1 -1],[13 13 11 11],[    0.      2020.8135 67250.8        0.    ],[-680.9751      -7.3759766 3058.2686    1083.6628   ],2.8146774692229e-05,284.81131558573975
559,4,[79361.85  72605.27  52159.492 22699.629],[ 0.08302156 -0.30823445 -1.2202853  -0.79211736],[-2.8084402 -3.0318806 -3.1153116  3.0088012],[79635.516 76081.73  96059.53  30201.307],[-1 -1  1  1],[11 11 11 11],[1363.8477 1704.2426    0.        0.    ],[ 371.60306    43.504852 -809.11255  -208.93494 ],2.3489177657897215e-05,125.08706609279314
560,4,[195250.39    29721.818   13356.474    8047.4453],[-0.39431545 -0.29678795  0.5284924   0.45496073],[ 2.60379   -2.7469563 -2.0797765  2.2271082],[210627.34   31040.45   15265.92    8894.778],[ 1  1 -1 -1],[13 11 13 11],[0. 0. 0. 0.],[-1359.6738  -340.6042   902.3506   530.3975],0.0,123.1704234573256
562,4,[83545.36  83330.77  54057.715 26107.867],[-1.7639457 -1.9138876 -1.6789474 -1.369323 ],[-0.7932428  -1.2348586  -0.02415563  0.0183248 ],[250919.5   288611.94  149915.06   54656.484],[-1 -1  1  1],[13 11 11 13],[   0.       0.       0.    8239.413],[ 306.6115   -107.947784 -220.79816  -383.34296 ],1.4534713597182769e-05,125.09280809212751
563,4,[40935.17  40616.08  27148.682 17544.865],[1.1951326 2.3244328 1.9355055 2.3066275],[ 1.9265759 -1.8497859  2.622251  -3.0870004],[ 73819.695 209553.     95996.39   88953.43 ],[-1  1  1 -1],[13 13 13 13],[1178.7604    0.        0.        0.    ],[-386.43817 -312.01535  170.17215 -312.01535],1.7790257635525114e-05,124.82824652962628
565,4,[55360.477 32528.379 27644.164 25521.816],[0.58903784 2.323015   1.3367994  1.6845149 ],[-1.1863159  -1.5309229  -0.38922182 -0.21460646],[ 65245.574 167592.39   56249.406  71146.86 ],[ 1 -1  1 -1],[13 13 13 13],[   0.     2284.1604    0.        0.    ],[ -641.7637   2138.3179  -1294.3815    -71.56201],1.5051835426684205e-05,125.48749640083649
566,4,[50960.875 49115.805 23345.35   9870.422],[0.6817165  1.7860616  0.29053244 0.63035834],[-2.4620876  -1.2532381  -2.7441196  -0.16861886],[ 63268.36  150626.61   24337.809  11897.706],[ 1 -1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[ 420.3883  1034.7421  -327.64124 -327.64124],3.628046362993708e-05,125.96078237106526
571,4,[81085.8   42603.574 20351.533 19778.02 ],[ 0.56081396 -0.54831207  0.60365856  0.06551413],[2.1468847 1.1291816 2.8881588 2.758385 ],[94174.82  49170.055 24173.6   19820.479],[-1  1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[ 417.64307 -798.8413  -573.5701   529.0282 ],2.068691968957743e-05,124.15476998224827
574,4,[80557.555 36742.12  20157.594  9085.974],[-1.7789637 -1.8918058 -0.7021436 -0.7542133],[ 1.5687283  2.2839315 -2.2658544  1.3169341],[245399.58  124594.95   25334.244  11795.042],[-1  1  1 -1],[13 11 13 11],[1180.451     0.        0.     1375.2838],[ 285.336   -324.43994 -757.64954   92.49603],2.8812030128526242e-05,120.65332945447793
576,4,[112869.266  28968.215  17650.408  12416.882],[1.214946   0.7852753  2.1504772  0.23903543],[ 0.7122515  -0.9134262   0.49142608  0.60583943],[206936.67   38368.47   76826.8    12773.312],[ 1 -1 -1  1],[11 11 11 11],[4493.319     0.        0.     1064.8094],[3183.3223 2099.1184  628.8906 1578.2793],2.650210881967302e-05,121.56401896980725
578,4,[67686.984 45287.473 32257.543  8602.703],[-0.3621435 -0.9021875 -0.4916756 -1.4910681],[-2.811805  -1.2097807  2.9788954  2.43045  ],[72174.29  65002.797 36235.93  20074.555],[ 1 -1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[ 282.4591  -453.48083 -604.1686  -619.2993 ],3.0427305056866874e-05,125.74416198542151
579,4,[51099.098 43694.773 15985.128 10402.971],[0.57832164 1.0993454  0.84094614 0.3029875 ],[-0.1484223  2.9444487 -2.1306076  0.7729109],[59885.133 72867.36  21978.701 10884.651],[ 1 -1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[ -23.965942   70.9274   -370.2246    119.76416 ],2.9550878708780692e-05,125.42011153068982
580,4,[90417.99   32094.006  20180.365   7370.7163],[-0.54123926 -0.13308999 -1.095237   -1.7360306 ],[-2.670225  -2.8776927  0.9436599 -1.3066638],[103987.984  32378.838  33543.316  21563.258],[ 1 -1 -1  1],[11 13 11 13],[   0.         0.      1015.41376    0.     ],[  43.81604    62.042664  294.89444  -202.09146 ],2.9385398640690083e-05,122.21900606146025
